reviewId,content,score,sentiment,clean_text,tokens,original_length,clean_length,polarity_before,polarity_after
9d2120b6-cefc-4b9b-8378-520f6e649a15,Bagus,4,positif,bagus,['bagus'],1,1,0.0,0.0
6507040a-0e80-44af-8877-5c7e1957292c,penyelesaian masalah akun yang sudah di laporkan tidak kunjung selesai dan terus muncul dan sudah berbulan2 tidak selesai.,1,negatif,selesai masalah akun sudah lapor kunjung selesai terus muncul sudah bulan selesai,"['selesai', 'masalah', 'akun', 'sudah', 'lapor', 'kunjung', 'selesai', 'terus', 'muncul', 'sudah', 'bulan', 'selesai']",18,12,0.0,0.0
4d3c644d-e3b0-407e-9cda-dc4acda4fdd1,stockbit update nya gg terus jadi makin sayang,5,positif,stockbit update gg terus makin sayang,"['stockbit', 'update', 'gg', 'terus', 'makin', 'sayang']",8,6,0.0,0.0
0476f61e-789e-45c9-bfbc-4b9e52eb454a,"update: masalah sudah clear, thanks tim stockbit // // saat login lalu minta verifikasi device utama katanya tinggal klik lanjut pada device utama. lah ini saya login pakai device utama, notifikasi lanjutnya juga ga nyala orang gabisa login...",4,positif,update masalah sudah clear thanks tim stockbit saat login lalu minta verifikasi device utama kata tinggal klik lanjut device utama login pakai device utama notifikasi lanjut nyala orang gabisa login,"['update', 'masalah', 'sudah', 'clear', 'thanks', 'tim', 'stockbit', 'saat', 'login', 'lalu', 'minta', 'verifikasi', 'device', 'utama', 'kata', 'tinggal', 'klik', 'lanjut', 'device', 'utama', 'login', 'pakai', 'device', 'utama', 'notifikasi', 'lanjut', 'nyala', 'orang', 'gabisa', 'login']",38,30,0.15,0.15
a5f624d8-7b0e-47c2-adf9-d88aa0b9659d,"Pelayanan stockbit mantap, aku cuman penasaran terkait trading limit, dan merasa belum terjawab di artikel nya, langaung pake fitur live chat di webside nya, awalnya di response sama bot, masih masuk akal karena penggunanya banyak, 6 menit kemudian langsung di support sama CS, tanpa perlu login cuman masukan alamat email saja, sangat saya mengapresiasi fast respond dari tim Stockbit. krn selama di minggu ini saya cb minta bantuan ke CS Pajak mslh Cortex, dibalesnya Lama banget dan ga informatif",5,positif,layan stockbit mantap cuman penasaran kait trading limit rasa belum jawab artikel langaung pake fitur live chat webside awal response sama bot masih masuk akal guna banyak menit kemudian langsung support sama cs tanpa perlu login cuman masuk alamat email saja sangat apresiasi fast respond tim stockbit lama minggu cb minta bantu cs pajak mslh cortex dibalesnya lama banget informatif,"['layan', 'stockbit', 'mantap', 'cuman', 'penasaran', 'kait', 'trading', 'limit', 'rasa', 'belum', 'jawab', 'artikel', 'langaung', 'pake', 'fitur', 'live', 'chat', 'webside', 'awal', 'response', 'sama', 'bot', 'masih', 'masuk', 'akal', 'guna', 'banyak', 'menit', 'kemudian', 'langsung', 'support', 'sama', 'cs', 'tanpa', 'perlu', 'login', 'cuman', 'masuk', 'alamat', 'email', 'saja', 'sangat', 'apresiasi', 'fast', 'respond', 'tim', 'stockbit', 'lama', 'minggu', 'cb', 'minta', 'bantu', 'cs', 'pajak', 'mslh', 'cortex', 'dibalesnya', 'lama', 'banget', 'informatif']",79,60,0.16818181818181818,0.16818181818181818
acef4bc3-d3e6-4be6-a578-d32c3a2df9ed,"Tolong di keystats ditambahkan management effectiveness, tks",5,positif,tolong keystats tambah management effectiveness tks,"['tolong', 'keystats', 'tambah', 'management', 'effectiveness', 'tks']",7,6,0.0,0.0
5fcc4ec7-8052-4bfe-8002-690c7b444541,Respon cepat dan akurat dr CS Baston_stockbit. Mantapp,5,positif,respon cepat akurat cs bastonstockbit mantapp,"['respon', 'cepat', 'akurat', 'cs', 'bastonstockbit', 'mantapp']",8,6,0.0,0.0
863138a3-b894-4ea8-9fad-9621183783f2,"agak2 seram kalo nga ada kantornya, mau komunikasi sama bot or jawabnya bisa ginap 1 malam 2 malam, nga banget, gimana kalo bermasalah, bisu doang",2,negatif,agak seram kalau nga ada kantor mau komunikasi sama bot or jawab gap malam malam nga banget bagaimana kalau masalah bisu doang,"['agak', 'seram', 'kalau', 'nga', 'ada', 'kantor', 'mau', 'komunikasi', 'sama', 'bot', 'or', 'jawab', 'gap', 'malam', 'malam', 'nga', 'banget', 'bagaimana', 'kalau', 'masalah', 'bisu', 'doang']",25,22,0.0,0.0
61d56362-1a90-4b59-8cb3-81a1a34cbc3b,Tolong di bagian analisis tiap emiten ditambahkan PE Band Annualized (bukan PE Band TTM),4,positif,tolong bagi analisis tiap emiten tambah pe band annualized bukan pe band ttm,"['tolong', 'bagi', 'analisis', 'tiap', 'emiten', 'tambah', 'pe', 'band', 'annualized', 'bukan', 'pe', 'band', 'ttm']",14,13,0.0,0.0
b15558e0-1b0e-40cc-ac1e-fd7c9c7fd21f,the best.... berkas pendukung pelaporan pajaknya paling jelas Dan paling update. tinggal jiplak sesuai data. sudah di klasifikasikan sesuai dengan form pengisian pelaporan pajak di coretax,5,positif,the best berkas dukung lapor pajak paling jelas paling update tinggal jiplak sesuai data sudah klasifikasi sesuai form isi lapor pajak coretax,"['the', 'best', 'berkas', 'dukung', 'lapor', 'pajak', 'paling', 'jelas', 'paling', 'update', 'tinggal', 'jiplak', 'sesuai', 'data', 'sudah', 'klasifikasi', 'sesuai', 'form', 'isi', 'lapor', 'pajak', 'coretax']",26,22,1.0,1.0
f5d12e82-3b48-4413-913c-6c0299ad0759,"Sangat lengkap semua fitur2nya, thanks a lot pak Wellson yg sudah bersedia mendengarkan inputan dan bersedia menemui kami langsung para trader",5,positif,sangat lengkap semua fitur thanks a lot pak wellson sudah sedia dengar inputan sedia temu langsung para trader,"['sangat', 'lengkap', 'semua', 'fitur', 'thanks', 'a', 'lot', 'pak', 'wellson', 'sudah', 'sedia', 'dengar', 'inputan', 'sedia', 'temu', 'langsung', 'para', 'trader']",21,18,0.2,0.2
701187ab-0708-4579-a273-a0b11ac660ef,"Appsnya bagus, UI/UXnya oke, CSnya bermasalah. Bukan tipikal yang ngasih rating jelek, tapi untuk ini dirasa pantas. Sudah 1 bulan sejak pertama kali diajukan, 2 minggu lebih sejak dokumen revisi dikirim, 1 minggu lebih sejak validasi via telp dan lebih dari 10 follow up via email, WA dan in apps dikirim, tapi untuk penutupan rekeningnya masih tidak terealisasi Update : ☆1 -> ☆3 karena sudah berhasil tutup, tapi tetap saja butuh > 1 bulan dan banyak pesan template minim info ketika di follow up",3,neutral,appsnya bagus uiuxnya oke csnya masalah bukan tipikal ngasih rating jelek tapi rasa pantas sudah bulan sejak pertama kali aju minggu lebih sejak dokumen revisi kirim minggu lebih sejak validasi via telp lebih follow up via email wa in apps kirim tapi tutup rekening masih realisasi update sudah hasil tutup tapi tetap saja butuh bulan banyak pesan template minim info ketika follow up,"['appsnya', 'bagus', 'uiuxnya', 'oke', 'csnya', 'masalah', 'bukan', 'tipikal', 'ngasih', 'rating', 'jelek', 'tapi', 'rasa', 'pantas', 'sudah', 'bulan', 'sejak', 'pertama', 'kali', 'aju', 'minggu', 'lebih', 'sejak', 'dokumen', 'revisi', 'kirim', 'minggu', 'lebih', 'sejak', 'validasi', 'via', 'telp', 'lebih', 'follow', 'up', 'via', 'email', 'wa', 'in', 'apps', 'kirim', 'tapi', 'tutup', 'rekening', 'masih', 'realisasi', 'update', 'sudah', 'hasil', 'tutup', 'tapi', 'tetap', 'saja', 'butuh', 'bulan', 'banyak', 'pesan', 'template', 'minim', 'info', 'ketika', 'follow', 'up']",84,63,0.0,0.0
edb59928-a53d-4f61-83f0-e86950f88406,Semoga investasi indonesia terus maju dan ramah untuk ritel. Jaga kualitas server ya min..,5,positif,moga investasi indonesia terus maju ramah ritel jaga kualitas server,"['moga', 'investasi', 'indonesia', 'terus', 'maju', 'ramah', 'ritel', 'jaga', 'kualitas', 'server']",14,10,0.0,0.0
1862d7ca-0682-4a3a-b251-917de8a17ae4,mantaapp sih ini...,5,positif,mantaapp,['mantaapp'],3,1,0.0,0.0
0207e382-b504-4831-a2cd-de32982a24af,tidak bisa withdraw order di halaman fast order.,1,negatif,withdraw order halaman fast order,"['withdraw', 'order', 'halaman', 'fast', 'order']",8,5,0.2,0.2
8fd6c813-51c1-468f-bcf4-7779872b859c,Applikasi Stockbit yg terbaik saat ini dalam trading.,5,positif,applikasi stockbit baik saat trading,"['applikasi', 'stockbit', 'baik', 'saat', 'trading']",8,5,0.0,0.0
a547706e-0286-491d-822b-2b2f3c8886e3,respon cs nya cepat dan sangat membantu 👌,5,positif,respon cs cepat sangat bantu,"['respon', 'cs', 'cepat', 'sangat', 'bantu']",8,5,0.0,0.0
3f219c1a-ae80-4326-997f-4233d676e35b,bagus tuk investasi,5,positif,bagus investasi,"['bagus', 'investasi']",3,2,0.0,0.0
8bbb01e2-73ad-4429-bcac-71cc72a3f383,min. kode warna broker lokal kok ada yg merah? bukannya merah itu kode broker asing?,5,positif,kode warna broker lokal ada merah bukan merah kode broker asing,"['kode', 'warna', 'broker', 'lokal', 'ada', 'merah', 'bukan', 'merah', 'kode', 'broker', 'asing']",15,11,0.0,0.0
162c1686-c4cf-406f-9d4f-7c01e23dd9fe,"Makin canggih, bisa buat sub multi account..",5,positif,makin canggih buat sub multi account,"['makin', 'canggih', 'buat', 'sub', 'multi', 'account']",7,6,0.0,0.0
ca813f49-3df7-4f1a-9085-de0d3dce8c36,mantullll... cpt be aplikasi...,5,positif,mantullll cpt be aplikasi,"['mantullll', 'cpt', 'be', 'aplikasi']",4,4,0.0,0.0
2382e70c-4a39-4632-b3ab-d5ee994eac18,"ada kendala terkait penggantian nomor hp, tahap""nya sudah dilalui untuk pemrosesan berkas. sudah lengkap nih, sampe h+ 1 minggu tindak lanjut nya hanya disuruh nunggu. pelayanan tindak lanjut kendala benar"" lambat dan tidak ada koordinasi dari tim terkait. laporan sudah lengkap di awal minggu pertama oleh saya, jawaban tiap harinya ditanya dari tahapan awal berulang ulang. LAMBAT dan MENGECEWAKAN",1,negatif,ada kendala kait ganti nomor hp tahap sudah lalu pemrosesan berkas sudah lengkap sampai h minggu tindak lanjut hanya suruh nunggu layan tindak lanjut kendala benar lambat ada koordinasi tim kait lapor sudah lengkap awal minggu pertama oleh jawab tiap hari tanya tahap awal ulang ulang lambat kecewa,"['ada', 'kendala', 'kait', 'ganti', 'nomor', 'hp', 'tahap', 'sudah', 'lalu', 'pemrosesan', 'berkas', 'sudah', 'lengkap', 'sampai', 'h', 'minggu', 'tindak', 'lanjut', 'hanya', 'suruh', 'nunggu', 'layan', 'tindak', 'lanjut', 'kendala', 'benar', 'lambat', 'ada', 'koordinasi', 'tim', 'kait', 'lapor', 'sudah', 'lengkap', 'awal', 'minggu', 'pertama', 'oleh', 'jawab', 'tiap', 'hari', 'tanya', 'tahap', 'awal', 'ulang', 'ulang', 'lambat', 'kecewa']",59,48,0.0,0.0
a29e4f4d-b593-4d0f-940f-b4eaebf6c716,"2 hari berturut turut tgl 6 nov dan 7 nov 2025 error pas jam 9 pagi bursa.. pls fix it asap.. normal lg setelah 30 mnt. tim IT nya bagaimana ini? edit: all is good now, fitur terbarunya wokeh 👍",5,positif,hari turut turut tgl nov nov error pas jam pagi bursa pls fix it asap normal lagi telah mnt tim it bagaimana edit all is good now fitur baru wokeh,"['hari', 'turut', 'turut', 'tgl', 'nov', 'nov', 'error', 'pas', 'jam', 'pagi', 'bursa', 'pls', 'fix', 'it', 'asap', 'normal', 'lagi', 'telah', 'mnt', 'tim', 'it', 'bagaimana', 'edit', 'all', 'is', 'good', 'now', 'fitur', 'baru', 'wokeh']",40,30,0.425,0.425
282fd55e-ea3c-4d12-823c-419f077b99e9,lemot,3,neutral,lot,['lot'],1,1,0.0,0.0
cf8ef845-dd9e-4063-9bba-256b72821afe,tidak menjamin data pribadi aman,1,negatif,jamin data pribadi aman,"['jamin', 'data', 'pribadi', 'aman']",5,4,0.0,0.0
12b624fe-2fa4-46da-a5d3-c4668adaa826,paten bintang lima,5,positif,paten bintang lima,"['paten', 'bintang', 'lima']",3,3,0.0,0.0
5f355847-fbb9-42b1-b50f-f2135a99d505,"Tambahi catatan untuk setiap emiten atau kalau tidak ada catatan khusus tersendiri seperti kalender penjadwalan kapan mau target jual atau mau target beli sebuah emiten 🙏 Sama itu kalau bisa yang akun belajar pakai virtual akun kalau bisa ditebus, misal beli emiten A naik 5% bisa ditebus dengan harga dan biaya biaya 😁",3,neutral,tambah catat tiap emiten kalau ada catat khusus sendiri seperti kalender jadwal kapan mau target jual mau target beli emiten sama kalau akun ajar pakai virtual akun kalau tebus misal beli emiten a naik tebus harga biaya biaya,"['tambah', 'catat', 'tiap', 'emiten', 'kalau', 'ada', 'catat', 'khusus', 'sendiri', 'seperti', 'kalender', 'jadwal', 'kapan', 'mau', 'target', 'jual', 'mau', 'target', 'beli', 'emiten', 'sama', 'kalau', 'akun', 'ajar', 'pakai', 'virtual', 'akun', 'kalau', 'tebus', 'misal', 'beli', 'emiten', 'a', 'naik', 'tebus', 'harga', 'biaya', 'biaya']",53,38,0.0,0.0
1d222755-c028-49f4-84c7-6ba85c62a145,"bayangin ya, jual saham itu butuh 2 hari dana masuk ke RDN, lucunya lagi dari RDN ke rekening penerima butuh 2 hari lagi, jadi total dana masuk ke rekening 4 hari, baru tahu ada aturan gini, logikanya mau beda bank apa pun pakai sistem sekarang udah bisa transfer H+0",1,negatif,bayangin jual saham butuh hari dana masuk rdn lucu lagi rdn rekening terima butuh hari lagi total dana masuk rekening hari baru tahu ada atur gin logika mau beda bank apa pakai sistem sekarang sudah transfer h,"['bayangin', 'jual', 'saham', 'butuh', 'hari', 'dana', 'masuk', 'rdn', 'lucu', 'lagi', 'rdn', 'rekening', 'terima', 'butuh', 'hari', 'lagi', 'total', 'dana', 'masuk', 'rekening', 'hari', 'baru', 'tahu', 'ada', 'atur', 'gin', 'logika', 'mau', 'beda', 'bank', 'apa', 'pakai', 'sistem', 'sekarang', 'sudah', 'transfer', 'h']",49,37,0.0,0.0
8fe69265-ac5b-4f5b-8031-b350f62c8305,"mudah, informatif, dan aman",5,positif,mudah informatif aman,"['mudah', 'informatif', 'aman']",4,3,0.0,0.0
e3dc6428-279a-4c93-81f9-963b81362f27,"Versi desktopnya debest sih. untuk versi desktop, sy ada bbrp masukan. 1. tambahkan opsi edit bulk list saham dalam watchlist, krn skrng hapus watchlist msh harus 1-1. 2. berikan opsi edit layout/widget size by pixel/transform dngn angka dan ada fitur snap to edge antar widget, 3. Jadikan template screener sbg widget agar bisa langsung di kombinasikan dngn widget lain untuk analisis dngn template pribadi.",5,positif,versi desktopnya debest versi desktop ada bbrp masuk tambah opsi edit bulk list saham watchlist skrng hapus watchlist masih harus ikan opsi edit layoutwidget size by pixeltransform dngn angka ada fitur snap to edge antar widget jadi template screener sbg widget langsung kombinasi dngn widget lain analisis dngn template pribadi,"['versi', 'desktopnya', 'debest', 'versi', 'desktop', 'ada', 'bbrp', 'masuk', 'tambah', 'opsi', 'edit', 'bulk', 'list', 'saham', 'watchlist', 'skrng', 'hapus', 'watchlist', 'masih', 'harus', 'ikan', 'opsi', 'edit', 'layoutwidget', 'size', 'by', 'pixeltransform', 'dngn', 'angka', 'ada', 'fitur', 'snap', 'to', 'edge', 'antar', 'widget', 'jadi', 'template', 'screener', 'sbg', 'widget', 'langsung', 'kombinasi', 'dngn', 'widget', 'lain', 'analisis', 'dngn', 'template', 'pribadi']",64,50,0.0,0.0
4e553b65-3953-4def-920d-0d38ad9dcfc9,"Update: All is good now. Thank you. product knowledge dr customer service sangat kurang. saya menyampaikan masalah penghapusan dan penambahan akun bank, tidak ada menu seperti yang tertera di panduan, diminta juga utk mengambil screenshot padahal aplikasi tidak mengizinkan pengambilan screenshot. saya malah diminta mengambil screenshot menggunakan device lain. bagaimana jika saya sedang tidak menggunakan device lain. yang pertama menjawab bernama Baston. yang kedua, bernama Albert.",4,positif,update all is good now thank you product knowledge customer service sangat kurang sampai masalah hapus tambah akun bank ada menu seperti tera pandu minta ambil screenshot padahal aplikasi izin ambil screenshot malah minta ambil screenshot guna device lain bagaimana jika sedang guna device lain pertama jawab nama baston dua nama albert,"['update', 'all', 'is', 'good', 'now', 'thank', 'you', 'product', 'knowledge', 'customer', 'service', 'sangat', 'kurang', 'sampai', 'masalah', 'hapus', 'tambah', 'akun', 'bank', 'ada', 'menu', 'seperti', 'tera', 'pandu', 'minta', 'ambil', 'screenshot', 'padahal', 'aplikasi', 'izin', 'ambil', 'screenshot', 'malah', 'minta', 'ambil', 'screenshot', 'guna', 'device', 'lain', 'bagaimana', 'jika', 'sedang', 'guna', 'device', 'lain', 'pertama', 'jawab', 'nama', 'baston', 'dua', 'nama', 'albert']",66,52,0.7,0.7
eb40eb90-43a9-428f-9326-255c907d8df6,"Selamat sore Tim Stockbit. Saya sdh 2 minggu lebih berhasil create account. Karena lupa pwd, saya langsung ganti pwd, prosesnya berhasil. Tapi waktu login dianggap salah user/email atau password. Jadi selama 2 minggu lebih saya blm bisa login. Sudah dibantu Tim Support, tapi minta semua data yg saya gunakan waktu create account. Tolong infonya kenapa seperti ini pengecekannya, ini sama saja dengan memberikan semua data tanpa lewat aplikasi (saya sudah sempat berikan sebagian besar data saya. Tx",3,neutral,selamat sore tim stockbit sudah minggu lebih hasil create account lupa pwd langsung ganti pwd proses hasil tapi waktu login anggap salah useremail password lama minggu lebih belum login sudah bantu tim support tapi minta semua data guna waktu create account tolong info kenapa seperti kece sama saja beri semua data tanpa lewat aplikasi sudah sempat ikan bagi besar data tx,"['selamat', 'sore', 'tim', 'stockbit', 'sudah', 'minggu', 'lebih', 'hasil', 'create', 'account', 'lupa', 'pwd', 'langsung', 'ganti', 'pwd', 'proses', 'hasil', 'tapi', 'waktu', 'login', 'anggap', 'salah', 'useremail', 'password', 'lama', 'minggu', 'lebih', 'belum', 'login', 'sudah', 'bantu', 'tim', 'support', 'tapi', 'minta', 'semua', 'data', 'guna', 'waktu', 'create', 'account', 'tolong', 'info', 'kenapa', 'seperti', 'kece', 'sama', 'saja', 'beri', 'semua', 'data', 'tanpa', 'lewat', 'aplikasi', 'sudah', 'sempat', 'ikan', 'bagi', 'besar', 'data', 'tx']",77,61,0.0,0.0
fe1c09ce-51b2-4dce-a3ca-6db15fdbffd8,thanks stockbit akun gua dah balik lagi bjirr 🗿,5,positif,thanks stockbit akun gua sudah balik lagi bjirr,"['thanks', 'stockbit', 'akun', 'gua', 'sudah', 'balik', 'lagi', 'bjirr']",9,8,0.2,0.2
bd2ae110-2d4b-4d4a-a8ee-55e556a2a9e8,"semuanya bagus sih, lalu kenapa cuma bintang 3? Karena tidak ada fitur jual beli saham Amerika, jika nanti sudah ada, aku ganti menjadi bintang sepuluh kalau ada fiturnya",3,neutral,semua bagus lalu kenapa cuma bintang ada fitur jual beli saham amerika jika nanti sudah ada ganti jadi bintang puluh kalau ada fiturnya,"['semua', 'bagus', 'lalu', 'kenapa', 'cuma', 'bintang', 'ada', 'fitur', 'jual', 'beli', 'saham', 'amerika', 'jika', 'nanti', 'sudah', 'ada', 'ganti', 'jadi', 'bintang', 'puluh', 'kalau', 'ada', 'fiturnya']",28,23,0.0,0.0
accc7a2a-6878-404f-9b9d-34cd8ee2db1d,good,5,positif,good,['good'],1,1,0.7,0.7
8e8f8156-793b-4a29-a395-19564ad81142,dih kan gua pake device yang sama saat login. trus minta konfirmasi. posisi mau login. konfirmasi ga muncul. yang bikin front end logic nya ngga di test lagi. ngga professional...,1,negatif,dih kan gua pake device sama saat login terus minta konfirmasi posisi mau login konfirmasi muncul bikin front end logic test lagi professional,"['dih', 'kan', 'gua', 'pake', 'device', 'sama', 'saat', 'login', 'terus', 'minta', 'konfirmasi', 'posisi', 'mau', 'login', 'konfirmasi', 'muncul', 'bikin', 'front', 'end', 'logic', 'test', 'lagi', 'professional']",30,23,0.1,0.1
03a9f661-e920-4c9f-8ccb-168e32e6b995,"CS nya sangat lambat, pelayanan nya buruk, layanan pengaduan selalu di balas bot bagaimana masalah user bisa selesai kalo gitu, sekarang mau minta tutup akun RDN pun lambat seminggu belum ada balasan.",1,negatif,cs sangat lambat layan buruk layan adu selalu balas bot bagaimana masalah user selesai kalau gitu sekarang mau minta tutup akun rdn lambat minggu belum ada balas,"['cs', 'sangat', 'lambat', 'layan', 'buruk', 'layan', 'adu', 'selalu', 'balas', 'bot', 'bagaimana', 'masalah', 'user', 'selesai', 'kalau', 'gitu', 'sekarang', 'mau', 'minta', 'tutup', 'akun', 'rdn', 'lambat', 'minggu', 'belum', 'ada', 'balas']",32,27,0.0,0.0
32222816-ca3f-4ffe-93a4-c95aca84f6d0,stockbit di android jelek banget. enakan pakai iOS,2,negatif,stockbit android jelek banget enak pakai ios,"['stockbit', 'android', 'jelek', 'banget', 'enak', 'pakai', 'ios']",8,7,0.0,0.0
4ab8a25c-c684-4107-93c9-db64a4bcae9a,enak sih lancar jaya,5,positif,enak lancar jaya,"['enak', 'lancar', 'jaya']",4,3,0.0,0.0
921675b5-9c96-4ec2-a4ac-dc5c17c95a68,boleh usul kasih 1x kesempatan ubah username stockbit?,5,positif,boleh usul kasih x sempat ubah username stockbit,"['boleh', 'usul', 'kasih', 'x', 'sempat', 'ubah', 'username', 'stockbit']",8,8,0.0,0.0
744c4d3e-6834-4dbb-96e3-f34e70f0f515,"update: cs whatsapp responsif, cs hanz in app perlu improvement. prev: best retail broker. gila bagus bgt semuanya, fitur lengkap dan UI UX enak. improvement tinggal jangan kalah antrian sama broker institusi. lopyu stockbit!!",3,neutral,update cs whatsapp responsif cs hanz in aplikasi perlu improvement prev best retail broker gila bagus banget semua fitur lengkap ui ux enak improvement tinggal jangan kalah antri sama broker institusi lopyu stockbit,"['update', 'cs', 'whatsapp', 'responsif', 'cs', 'hanz', 'in', 'aplikasi', 'perlu', 'improvement', 'prev', 'best', 'retail', 'broker', 'gila', 'bagus', 'banget', 'semua', 'fitur', 'lengkap', 'ui', 'ux', 'enak', 'improvement', 'tinggal', 'jangan', 'kalah', 'antri', 'sama', 'broker', 'institusi', 'lopyu', 'stockbit']",34,33,1.0,1.0
d49a5e8d-7bfa-4cfa-b3ad-6d50c9c74f89,"Sekuritas dengan fitur terlengkap, terkeren dan wadidaw",5,positif,sekuritas fitur lengkap keren wadidaw,"['sekuritas', 'fitur', 'lengkap', 'keren', 'wadidaw']",7,5,0.0,0.0
a99d0007-28c1-4e4b-bf8c-d7ebebd90311,"Parahh, verifikasi 2 step trusted device nya gk muncul, kita reinstall app nya",1,negatif,parahh verifikasi step trusted device muncul reinstall aplikasi,"['parahh', 'verifikasi', 'step', 'trusted', 'device', 'muncul', 'reinstall', 'aplikasi']",13,8,0.0,0.0
66de487b-d08e-4c0a-8fe0-bdb9b3483705,good application,5,positif,good application,"['good', 'application']",2,2,0.7,0.7
7732dc08-25a9-4b76-8150-256d581ef912,"tidak bisa login karena butuh otp no hp sedangkan no hp tidak bisa diganti. tidak bisa mengganti no hp sama sekali. customer service hanya memberi link cara penggantian no hp sedangkan di app android maupun ios tidak ada tulisan ""i lost my access to phone number"". Jadi ilang nomor telp = ilang account.",1,negatif,login butuh otp no hp sedang no hp ganti ganti no hp sama sekali customer service hanya beri link cara ganti no hp sedang aplikasi android maupun ios ada tulis i lost my access to phone number ilang nomor telp ilang account,"['login', 'butuh', 'otp', 'no', 'hp', 'sedang', 'no', 'hp', 'ganti', 'ganti', 'no', 'hp', 'sama', 'sekali', 'customer', 'service', 'hanya', 'beri', 'link', 'cara', 'ganti', 'no', 'hp', 'sedang', 'aplikasi', 'android', 'maupun', 'ios', 'ada', 'tulis', 'i', 'lost', 'my', 'access', 'to', 'phone', 'number', 'ilang', 'nomor', 'telp', 'ilang', 'account']",53,42,0.0,0.0
098635ee-a958-41a1-93e5-f4b090694c4e,usefull,5,positif,usefull,['usefull'],1,1,0.0,0.0
aaa99f7c-53e1-45c6-a45e-cc75ec8daff6,dah pakai sejak 2020 lalu. masih jadi andalan sebagai roda ekonomi. best retail broker! 👍,5,positif,sudah pakai sejak lalu masih andal roda ekonomi best retail broker,"['sudah', 'pakai', 'sejak', 'lalu', 'masih', 'andal', 'roda', 'ekonomi', 'best', 'retail', 'broker']",15,11,1.0,1.0
2b6e5568-1b40-4da1-9297-aa72528f5d82,Aplikasi sangat jelek.,1,negatif,aplikasi sangat jelek,"['aplikasi', 'sangat', 'jelek']",3,3,0.0,0.0
007cb461-cb69-499a-aea9-88915625d5f1,sangat user friendly dan fitur laporan keuangan lengkap,5,positif,sangat user friendly fitur lapor uang lengkap,"['sangat', 'user', 'friendly', 'fitur', 'lapor', 'uang', 'lengkap']",8,7,0.375,0.375
